18.6213	0.293721
16.0971	3.77127
18.3378	2.42857
3.11715	-3.74989
48.3599	3.01666
41.0409	-1.77102
8.38291	5.13455
27.8617	3.81528
43.0355	2.63355
22.1418	2.3513
17.1658	-2.78696
9.96387	4.30026
7.5077	4.25366
29.5225	0.314128
31.6132	2.25695
34.232	-1.1888
36.2963	2.07735
20.0921	-1.76802
25.5309	-2.75593
6.23293	-4.58762
33.7881	0.0320042
26.9035	3.35749
29.9247	-1.96851
40.2303	0.405977
41.4666	-1.88557
48.2719	-1.26194
2.57439	-3.86276
45.0258	2.7659
11.3373	4.72378
28.5078	0.962767
49.974	2.12903
43.1627	-1.91128
22.5248	0.902025
13.1879	-3.88658
34.3936	-0.173344
18.524	-2.88308
4.47776	4.65475
40.4533	2.71616
25.7089	-2.81841
25.2939	0.376362
21.4602	-3.19587
44.2623	1.9446
12.2213	5.25967
38.6366	-0.630524
36.1983	0.599659
32.2863	2.9103
9.46266	0.914021
46.7883	2.62311
1.25346	3.96087
44.3714	3.29502
47.6478	-2.52497
12.6916	-3.51233
20.3742	3.00662
5.17552	-4.36872
19.7056	3.20607
40.054	2.95605
3.52251	5.39292
9.34337	3.70014
37.5854	1.96451
48.9913	-2.73113
43.1533	2.59984
13.3197	-4.96828
40.0115	0.919593
19.7067	-2.87695
20.4578	3.48911
4.21032	3.70344
32.5456	3.0913
1.3908	5.08736
19.5664	5.53896
40.4319	2.27513
11.8166	4.64734
19.1854	4.28124
48.4341	-3.10347
48.0308	4.38185
28.4967	1.84216
26.6302	0.1039
15.7217	3.40742
32.4696	2.26636
21.7652	-0.00117428
35.7089	0.731417
2.15043	4.02848
38.6741	1.65351
11.4533	-4.35673
17.968	3.06132
37.9933	-0.718114
17.497	4.15096
38.5875	4.67845
30.8341	3.70037
19.748	-3.56555
48.9356	3.62033
10.0907	4.97303
13.0195	-3.80847
33.1219	1.81666
27.501	-2.19484
5.70709	4.81227
23.6651	3.95181
44.3797	4.78957
14.1201	3.39079
18.5299	3.97609
48.7944	-1.31571
16.0009	3.05887
25.8379	1.91348
45.4217	-2.53588
13.5113	4.67176
41.2678	0.91884
23.2053	-1.78987
18.3324	2.8596
40.6518	1.507
2.79139	4.37272
25.2615	3.73195
44.1313	1.48207
31.9336	2.525
34.414	0.316683
7.7963	-4.27376
23.5446	2.09175
20.578	2.19072
0.730648	4.62292
30.8736	-1.50586
7.35373	4.1605
19.1309	3.36254
15.2899	2.88462
20.7321	-2.09488
39.4403	0.962091
2.84838	3.61554
31.0425	1.09352
47.6949	0.0278722
49.3498	3.73148
16.4089	3.41056
35.3863	3.23377
16.1338	-3.75946
17.3261	3.49776
27.8753	-2.36905
21.167	2.41818
2.0879	1.47534
19.6841	3.35324
29.8156	-2.03804
45.1132	1.03882
17.8096	3.08639
43.5325	1.21869
32.7274	0.0724288
17.9849	1.51333
41.0624	2.35897
41.4494	0.521511
47.9868	-2.12714
45.3737	2.34839
30.3979	-0.35572
31.2492	2.69221
43.1152	2.47528
5.91132	-4.13391
28.8157	2.38051
23.0994	3.77225
47.7196	1.76723
22.4783	1.74196
27.0387	1.70348
25.1705	3.58252
0.304067	2.73305
33.5529	0.208657
18.124	-3.74544
41.5478	2.0535
0.559223	2.80202
28.9442	4.48628
46.0916	1.3111
21.8043	-0.450624
25.4792	-1.11466
36.8384	2.58191
1.57867	3.58399
7.48072	4.91309
20.884	3.51025
45.0196	-0.273917
48.7773	3.06622
17.8932	-4.26978
5.90873	5.18554
40.8736	1.42544
29.5834	1.0618
25.5333	2.26019
6.54738	-4.71253
14.1915	3.79075
37.7709	0.592245
46.0392	2.92793
44.761	2.06046
8.31056	3.68042
22.3317	0.899006
29.5736	2.28416
43.448	-0.508188
35.7695	1.45253
41.9133	-1.51408
21.6887	4.08155
40.995	-0.623132
32.7348	2.20947
33.8684	0.983878
6.88832	4.41803
39.1564	1.52812
46.4417	4.57203
25.4595	3.47913
47.6101	2.85582
25.3005	-1.17593
46.4528	2.894
35.1093	1.42847
31.2641	2.68187
41.5681	-0.487128
22.9839	1.73727
33.917	2.60559
46.1699	-1.61634
1.43284	5.27318
11.671	-3.57192
40.7469	2.5645
15.6481	3.78453
48.2783	-1.13945
4.95944	-4.48739
0.668436	3.23742
41.4333	0.210456
36.099	1.96426
0.914375	1.53804
31.1167	2.7503
41.2308	3.85492
37.7121	2.12626
37.446	-0.840264
14.6655	4.97222
35.6934	1.38266
2.20915	-2.91236
3.11889	4.75238
33.9011	1.09872
2.75819	-3.79327
6.51181	3.51772
32.3572	2.12141
10.4615	5.12814
17.8216	3.46834
1.73404	3.63444
6.99497	3.92157
31.8921	2.04659
8.54804	5.66776
34.9685	-0.116438
25.7134	0.492169
20.8507	1.97351
6.63154	-4.06306
38.0373	-1.55867
15.4181	-3.32974
43.1967	1.73202
39.2778	1.63527
48.3111	1.04747
18.1005	4.98397
13.9449	4.04571
20.3316	-2.4532
13.4388	-3.46818
49.3602	3.7691
34.676	2.3469
42.4376	1.75735
38.9036	2.01131
41.0943	1.88899
29.152	-0.571096
10.7865	3.69427
8.95264	3.36502
19.3083	3.35197
15.7085	3.1839
29.3254	-0.592597
27.3481	0.976291
37.5964	0.849903
22.0242	3.68975
45.5652	1.7867
2.10618	-3.68257
14.6289	3.45541
19.1773	4.31708
27.1532	3.53322
